date,new_hospitalized,incid_rea,new_deceased,new_recovered,key,total_hospitalized,total_deceased,total_recovered
2020-04-27,11,0,2,5,FR_ARA_42,1206,178,588
2020-04-28,8,0,7,15,FR_ARA_42,1214,185,603
2020-04-29,7,1,1,11,FR_ARA_42,1221,186,614
2020-04-30,14,2,1,18,FR_ARA_42,1235,187,632
2020-05-01,12,2,2,14,FR_ARA_42,1247,189,646
2020-05-02,3,1,2,1,FR_ARA_42,1250,191,647
2020-05-03,4,0,1,1,FR_ARA_42,1254,192,648
2020-05-04,6,2,3,12,FR_ARA_42,1260,195,660
2020-05-05,8,0,3,13,FR_ARA_42,1268,198,673
2020-05-06,5,1,2,16,FR_ARA_42,1273,200,689
2020-05-07,0,2,1,8,FR_ARA_42,1273,201,697
2020-05-08,4,0,0,9,FR_ARA_42,1277,201,706
2020-05-09,2,0,0,4,FR_ARA_42,1279,201,710
2020-05-10,1,0,1,1,FR_ARA_42,1280,202,711
2020-05-11,9,0,6,8,FR_ARA_42,1289,208,719
2020-05-12,20,2,7,10,FR_ARA_42,1309,215,729
2020-05-13,3,1,0,45,FR_ARA_42,1312,215,774
2020-05-14,8,1,1,10,FR_ARA_42,1320,216,784
2020-05-15,2,1,1,5,FR_ARA_42,1322,217,789
2020-05-16,1,0,1,6,FR_ARA_42,1323,218,795
2020-05-17,0,0,0,0,FR_ARA_42,1323,218,795
2020-05-18,0,0,2,3,FR_ARA_42,1323,220,798
2020-05-19,1,0,5,10,FR_ARA_42,1324,225,808
2020-05-20,12,0,3,28,FR_ARA_42,1336,228,836
2020-05-21,1,0,1,2,FR_ARA_42,1337,229,838
2020-05-22,4,1,3,5,FR_ARA_42,1341,232,843
2020-05-23,2,0,0,3,FR_ARA_42,1343,232,846
2020-05-24,2,0,0,0,FR_ARA_42,1345,232,846
2020-05-25,1,0,1,1,FR_ARA_42,1346,233,847
2020-05-26,3,0,3,13,FR_ARA_42,1349,236,860
2020-05-27,2,3,1,6,FR_ARA_42,1351,237,866
2020-05-28,3,0,0,3,FR_ARA_42,1354,237,869
2020-05-29,1,0,1,7,FR_ARA_42,1355,238,876
2020-05-30,0,0,0,0,FR_ARA_42,1355,238,876
2020-05-31,2,0,0,1,FR_ARA_42,1357,238,877
2020-06-01,0,0,1,2,FR_ARA_42,1357,239,879
2020-06-02,1,0,3,15,FR_ARA_42,1358,242,894
2020-06-03,1,0,1,15,FR_ARA_42,1359,243,909
2020-06-04,1,0,0,11,FR_ARA_42,1360,243,920
2020-06-05,2,0,0,7,FR_ARA_42,1362,243,927
2020-06-06,0,0,0,1,FR_ARA_42,1362,243,928
2020-06-07,0,0,0,1,FR_ARA_42,1362,243,929
2020-06-08,0,0,0,2,FR_ARA_42,1362,243,931
2020-06-09,0,0,0,3,FR_ARA_42,1362,243,934
2020-06-10,1,0,0,3,FR_ARA_42,1363,243,937
2020-06-11,0,0,1,1,FR_ARA_42,1363,244,938
2020-06-12,0,0,0,23,FR_ARA_42,1363,244,961
2020-06-13,0,0,0,3,FR_ARA_42,1363,244,964
2020-06-14,0,0,0,0,FR_ARA_42,1363,244,964
2020-06-15,0,0,1,1,FR_ARA_42,1363,245,965
2020-06-16,3,0,1,6,FR_ARA_42,1366,246,971
2020-06-17,0,0,0,2,FR_ARA_42,1366,246,973
2020-06-18,0,0,0,3,FR_ARA_42,1366,246,976
2020-06-19,1,0,0,2,FR_ARA_42,1367,246,978
2020-06-20,0,0,0,1,FR_ARA_42,1367,246,979
2020-03-19,1,1,0,0,FR_ARA_43,1,0,0
2020-03-20,2,1,0,1,FR_ARA_43,3,0,1
2020-03-21,2,0,0,0,FR_ARA_43,5,0,1
2020-03-22,2,0,0,1,FR_ARA_43,7,0,2
2020-03-23,2,1,0,0,FR_ARA_43,9,0,2
2020-03-24,2,0,0,1,FR_ARA_43,11,0,3
2020-03-25,6,1,0,3,FR_ARA_43,17,0,6
2020-03-26,2,2,0,0,FR_ARA_43,19,0,6
2020-03-27,3,0,1,1,FR_ARA_43,22,1,7
2020-03-28,2,0,1,1,FR_ARA_43,24,2,8
2020-03-29,1,0,1,0,FR_ARA_43,25,3,8
2020-03-30,3,0,0,1,FR_ARA_43,28,3,9
2020-03-31,2,0,0,2,FR_ARA_43,30,3,11
2020-04-01,3,0,0,2,FR_ARA_43,33,3,13
2020-04-02,2,0,0,2,FR_ARA_43,35,3,15
2020-04-03,6,0,0,3,FR_ARA_43,41,3,18
2020-04-04,5,1,0,2,FR_ARA_43,46,3,20
2020-04-05,4,0,0,2,FR_ARA_43,50,3,22
2020-04-06,7,0,0,2,FR_ARA_43,57,3,24
2020-04-07,2,1,1,4,FR_ARA_43,59,4,28
2020-04-08,5,0,0,6,FR_ARA_43,64,4,34
2020-04-09,6,0,0,3,FR_ARA_43,70,4,37
2020-04-10,5,0,1,3,FR_ARA_43,75,5,40
2020-04-11,6,0,0,0,FR_ARA_43,81,5,40
2020-04-12,2,0,0,0,FR_ARA_43,83,5,40
2020-04-13,1,0,1,1,FR_ARA_43,84,6,41
2020-04-14,2,0,0,5,FR_ARA_43,86,6,46
2020-04-15,2,0,0,2,FR_ARA_43,88,6,48
2020-04-16,1,0,0,4,FR_ARA_43,89,6,52
2020-04-17,7,0,0,2,FR_ARA_43,96,6,54
2020-04-18,14,0,0,4,FR_ARA_43,110,6,58
2020-04-19,14,0,0,0,FR_ARA_43,124,6,58
2020-04-20,0,0,0,0,FR_ARA_43,124,6,58
2020-04-21,2,1,1,0,FR_ARA_43,126,7,58
2020-04-22,2,0,0,1,FR_ARA_43,128,7,59
2020-04-23,4,0,2,3,FR_ARA_43,132,9,62
2020-04-24,3,0,0,0,FR_ARA_43,135,9,62
2020-04-25,0,0,0,0,FR_ARA_43,135,9,62
2020-04-26,0,0,0,0,FR_ARA_43,135,9,62
2020-04-27,0,0,0,0,FR_ARA_43,135,9,62
2020-04-28,4,0,0,4,FR_ARA_43,139,9,66
2020-04-29,1,0,1,3,FR_ARA_43,140,10,69
2020-04-30,1,0,1,1,FR_ARA_43,141,11,70
2020-05-01,0,0,0,0,FR_ARA_43,141,11,70
2020-05-02,0,0,0,0,FR_ARA_43,141,11,70
2020-05-03,0,0,0,0,FR_ARA_43,141,11,70
2020-05-04,1,0,0,0,FR_ARA_43,142,11,70
2020-05-05,2,0,0,1,FR_ARA_43,144,11,71
2020-05-06,0,1,0,1,FR_ARA_43,144,11,72
2020-05-07,2,1,1,9,FR_ARA_43,146,12,81
2020-05-08,1,0,0,0,FR_ARA_43,147,12,81
2020-05-09,0,0,0,0,FR_ARA_43,147,12,81
2020-05-10,0,0,1,0,FR_ARA_43,147,13,81
2020-05-11,0,0,0,0,FR_ARA_43,147,13,81
2020-05-12,2,0,0,0,FR_ARA_43,149,13,81
2020-05-13,1,0,1,1,FR_ARA_43,150,14,82
2020-05-14,1,0,0,4,FR_ARA_43,151,14,86
2020-05-15,0,1,0,0,FR_ARA_43,151,14,86
2020-05-16,0,0,0,2,FR_ARA_43,151,14,88
2020-05-17,0,0,0,0,FR_ARA_43,151,14,88
2020-05-18,0,0,0,0,FR_ARA_43,151,14,88
2020-05-19,0,0,0,0,FR_ARA_43,151,14,88
2020-05-20,0,0,0,1,FR_ARA_43,151,14,89
2020-05-21,0,0,0,0,FR_ARA_43,151,14,89
2020-05-22,0,0,0,0,FR_ARA_43,151,14,89
2020-05-23,0,0,0,0,FR_ARA_43,151,14,89
2020-05-24,0,0,0,0,FR_ARA_43,151,14,89
2020-05-25,0,0,1,2,FR_ARA_43,151,15,91
2020-05-26,0,0,0,0,FR_ARA_43,151,15,91
2020-05-27,0,0,0,0,FR_ARA_43,151,15,91
2020-05-28,0,0,0,1,FR_ARA_43,151,15,92
2020-05-29,1,0,0,1,FR_ARA_43,152,15,93
2020-05-30,2,0,0,0,FR_ARA_43,154,15,93
2020-05-31,0,0,0,0,FR_ARA_43,154,15,93
2020-06-01,0,0,1,0,FR_ARA_43,154,16,93
2020-06-02,1,0,1,0,FR_ARA_43,155,17,93
2020-06-03,0,0,0,0,FR_ARA_43,155,17,93
2020-06-04,0,0,0,0,FR_ARA_43,155,17,93
2020-06-05,0,0,0,3,FR_ARA_43,155,17,96
2020-06-06,0,0,0,1,FR_ARA_43,155,17,97
2020-06-07,0,0,0,0,FR_ARA_43,155,17,97
2020-06-08,1,0,0,0,FR_ARA_43,156,17,97
2020-06-09,0,0,0,0,FR_ARA_43,156,17,97
2020-06-10,0,0,0,0,FR_ARA_43,156,17,97
2020-06-11,1,0,0,0,FR_ARA_43,157,17,97
2020-06-12,0,0,0,7,FR_ARA_43,157,17,104
2020-06-13,0,0,0,2,FR_ARA_43,157,17,106
2020-06-14,0,0,0,0,FR_ARA_43,157,17,106
2020-06-15,0,0,0,0,FR_ARA_43,157,17,106
2020-06-16,0,0,1,1,FR_ARA_43,157,18,107
2020-06-17,0,0,0,0,FR_ARA_43,157,18,107
2020-06-18,0,0,0,0,FR_ARA_43,157,18,107
2020-06-19,0,0,0,0,FR_ARA_43,157,18,107
2020-06-20,0,0,0,0,FR_ARA_43,157,18,107
2020-03-19,12,4,0,3,FR_PDL_44,12,0,3
2020-03-20,5,3,0,1,FR_PDL_44,17,0,4
2020-03-21,16,3,0,2,FR_PDL_44,33,0,6
2020-03-22,15,4,1,1,FR_PDL_44,48,1,7
2020-03-23,4,2,1,0,FR_PDL_44,52,2,7
2020-03-24,36,4,3,9,FR_PDL_44,88,5,16
2020-03-25,18,4,1,4,FR_PDL_44,106,6,20
2020-03-26,7,6,2,2,FR_PDL_44,113,8,22
2020-03-27,38,7,3,4,FR_PDL_44,151,11,26
2020-03-28,33,8,7,8,FR_PDL_44,184,18,34
2020-03-29,18,2,4,0,FR_PDL_44,202,22,34
2020-03-30,16,3,5,12,FR_PDL_44,218,27,46
2020-03-31,22,9,3,18,FR_PDL_44,240,30,64
2020-04-01,45,2,5,10,FR_PDL_44,285,35,74
2020-04-02,27,7,2,11,FR_PDL_44,312,37,85
2020-04-03,30,5,5,19,FR_PDL_44,342,42,104
2020-04-04,42,3,2,14,FR_PDL_44,384,44,118
2020-04-05,17,3,0,12,FR_PDL_44,401,44,130
2020-04-06,16,3,2,5,FR_PDL_44,417,46,135
2020-04-07,30,2,4,22,FR_PDL_44,447,50,157
2020-04-08,21,4,3,19,FR_PDL_44,468,53,176
2020-04-09,36,3,3,20,FR_PDL_44,504,56,196
2020-04-10,35,6,4,19,FR_PDL_44,539,60,215
2020-04-11,19,0,2,20,FR_PDL_44,558,62,235
2020-04-12,18,3,2,6,FR_PDL_44,576,64,241
2020-04-13,13,1,7,3,FR_PDL_44,589,71,244
2020-04-14,10,0,6,8,FR_PDL_44,599,77,252
2020-04-15,18,1,6,15,FR_PDL_44,617,83,267
2020-04-16,12,1,3,14,FR_PDL_44,629,86,281
2020-04-17,16,1,2,9,FR_PDL_44,645,88,290
2020-04-18,10,0,4,14,FR_PDL_44,655,92,304
2020-04-19,7,0,3,2,FR_PDL_44,662,95,306
2020-04-20,4,0,3,5,FR_PDL_44,666,98,311
2020-04-21,14,1,3,11,FR_PDL_44,680,101,322
2020-04-22,12,1,4,20,FR_PDL_44,692,105,342
2020-04-23,11,0,1,7,FR_PDL_44,703,106,349
2020-04-24,7,0,4,14,FR_PDL_44,710,110,363
2020-04-25,12,0,1,8,FR_PDL_44,722,111,371
2020-04-26,4,0,4,5,FR_PDL_44,726,115,376
2020-04-27,12,0,3,15,FR_PDL_44,738,118,391
2020-04-28,6,0,2,11,FR_PDL_44,744,120,402
2020-04-29,9,2,3,13,FR_PDL_44,753,123,415
2020-04-30,5,0,1,12,FR_PDL_44,758,124,427
2020-05-01,8,0,1,11,FR_PDL_44,766,125,438
2020-05-02,3,1,2,2,FR_PDL_44,769,127,440
2020-05-03,5,1,1,3,FR_PDL_44,774,128,443
2020-05-04,3,0,0,3,FR_PDL_44,777,128,446
2020-05-05,8,2,2,13,FR_PDL_44,785,130,459
2020-05-06,6,0,1,9,FR_PDL_44,791,131,468
2020-05-07,2,1,2,5,FR_PDL_44,793,133,473
2020-05-08,5,1,3,5,FR_PDL_44,798,136,478
2020-05-09,1,0,0,9,FR_PDL_44,799,136,487
2020-05-10,1,0,0,2,FR_PDL_44,800,136,489
2020-05-11,3,0,0,5,FR_PDL_44,803,136,494
2020-05-12,1,0,1,7,FR_PDL_44,804,137,501
2020-05-13,1,0,0,7,FR_PDL_44,805,137,508
2020-05-14,6,0,2,16,FR_PDL_44,811,139,524
2020-05-15,2,0,2,8,FR_PDL_44,813,141,532
2020-05-16,1,0,0,4,FR_PDL_44,814,141,536
2020-05-17,1,0,0,0,FR_PDL_44,815,141,536
2020-05-18,0,0,1,5,FR_PDL_44,815,142,541
2020-05-19,4,0,0,6,FR_PDL_44,819,142,547
2020-05-20,0,0,1,5,FR_PDL_44,819,143,552
2020-05-21,2,0,0,1,FR_PDL_44,821,143,553
2020-05-22,1,1,0,1,FR_PDL_44,822,143,554
2020-05-23,2,0,0,1,FR_PDL_44,824,143,555
2020-05-24,6,1,1,0,FR_PDL_44,830,144,555
2020-05-25,4,2,0,3,FR_PDL_44,834,144,558
2020-05-26,5,1,0,10,FR_PDL_44,839,144,568
2020-05-27,1,0,0,6,FR_PDL_44,840,144,574
2020-05-28,2,1,0,6,FR_PDL_44,842,144,580
2020-05-29,2,0,0,1,FR_PDL_44,844,144,581
2020-05-30,6,0,0,3,FR_PDL_44,850,144,584
2020-05-31,5,0,2,5,FR_PDL_44,855,146,589
2020-06-01,1,0,0,2,FR_PDL_44,856,146,591
2020-06-02,2,1,1,8,FR_PDL_44,858,147,599
2020-06-03,0,0,0,5,FR_PDL_44,858,147,604
2020-06-04,5,0,0,9,FR_PDL_44,863,147,613
2020-06-05,7,0,4,6,FR_PDL_44,870,151,619
2020-06-06,2,0,1,6,FR_PDL_44,872,152,625
2020-06-07,2,1,1,0,FR_PDL_44,874,153,625
2020-06-08,5,0,1,6,FR_PDL_44,879,154,631
2020-06-09,2,0,0,3,FR_PDL_44,881,154,634
2020-06-10,2,0,0,3,FR_PDL_44,883,154,637
2020-06-11,12,1,3,17,FR_PDL_44,895,157,654
2020-06-12,1,0,0,9,FR_PDL_44,896,157,663
2020-06-13,2,0,0,2,FR_PDL_44,898,157,665
2020-06-14,0,0,0,0,FR_PDL_44,898,157,665
2020-06-15,0,0,0,1,FR_PDL_44,898,157,666
2020-06-16,3,0,0,5,FR_PDL_44,901,157,671
2020-06-17,7,2,0,5,FR_PDL_44,908,157,676
2020-06-18,1,0,1,1,FR_PDL_44,909,158,677
2020-06-19,1,0,0,7,FR_PDL_44,910,158,684
2020-06-20,0,0,0,2,FR_PDL_44,910,158,686
2020-03-19,12,3,0,2,FR_CVL_45,12,0,2
2020-03-20,11,1,0,0,FR_CVL_45,23,0,2
2020-03-21,6,2,1,1,FR_CVL_45,29,1,3
2020-03-22,10,6,0,4,FR_CVL_45,39,1,7
2020-03-23,11,4,1,4,FR_CVL_45,50,2,11
2020-03-24,0,0,0,0,FR_CVL_45,50,2,11
2020-03-25,20,5,0,5,FR_CVL_45,70,2,16
2020-03-26,18,8,2,5,FR_CVL_45,88,4,21
2020-03-27,8,1,1,2,FR_CVL_45,96,5,23
2020-03-28,26,5,2,3,FR_CVL_45,122,7,26
2020-03-29,34,9,2,3,FR_CVL_45,156,9,29
2020-03-30,34,4,3,6,FR_CVL_45,190,12,35
2020-03-31,18,7,2,3,FR_CVL_45,208,14,38
2020-04-01,33,12,1,8,FR_CVL_45,241,15,46
2020-04-02,32,8,2,12,FR_CVL_45,273,17,58
2020-04-03,38,14,4,11,FR_CVL_45,311,21,69
2020-04-04,32,3,1,21,FR_CVL_45,343,22,90
2020-04-05,18,2,2,12,FR_CVL_45,361,24,102
2020-04-06,26,7,2,10,FR_CVL_45,387,26,112
2020-04-07,24,5,2,18,FR_CVL_45,411,28,130
2020-04-08,32,10,1,16,FR_CVL_45,443,29,146
2020-04-09,28,5,4,18,FR_CVL_45,471,33,164
2020-04-10,30,6,2,22,FR_CVL_45,501,35,186
2020-04-11,33,1,5,17,FR_CVL_45,534,40,203
2020-04-12,18,1,1,8,FR_CVL_45,552,41,211
2020-04-13,21,8,1,12,FR_CVL_45,573,42,223
2020-04-14,16,5,3,8,FR_CVL_45,589,45,231
2020-04-15,22,5,4,24,FR_CVL_45,611,49,255
2020-04-16,23,1,1,28,FR_CVL_45,634,50,283
2020-04-17,12,6,0,14,FR_CVL_45,646,50,297
2020-04-18,13,4,4,16,FR_CVL_45,659,54,313
2020-04-19,12,4,2,5,FR_CVL_45,671,56,318
2020-04-20,5,0,2,4,FR_CVL_45,676,58,322
2020-04-21,10,0,1,15,FR_CVL_45,686,59,337
2020-04-22,16,4,3,8,FR_CVL_45,702,62,345
2020-04-23,12,3,0,12,FR_CVL_45,714,62,357
2020-04-24,6,3,2,4,FR_CVL_45,720,64,361
2020-04-25,5,2,1,8,FR_CVL_45,725,65,369
2020-04-26,1,1,2,1,FR_CVL_45,726,67,370
2020-04-27,10,3,1,3,FR_CVL_45,736,68,373
2020-04-28,12,4,2,17,FR_CVL_45,748,70,390
2020-04-29,3,1,3,12,FR_CVL_45,751,73,402
2020-04-30,14,4,0,8,FR_CVL_45,765,73,410
2020-05-01,14,1,1,5,FR_CVL_45,779,74,415
2020-05-02,2,0,0,1,FR_CVL_45,781,74,416
2020-05-03,4,2,1,1,FR_CVL_45,785,75,417
2020-05-04,5,0,1,5,FR_CVL_45,790,76,422
2020-05-05,15,2,0,18,FR_CVL_45,805,76,440
2020-05-06,3,0,3,16,FR_CVL_45,808,79,456
2020-05-07,3,1,1,10,FR_CVL_45,811,80,466
2020-05-08,4,0,2,14,FR_CVL_45,815,82,480
2020-05-09,1,0,0,1,FR_CVL_45,816,82,481
2020-05-10,0,0,0,0,FR_CVL_45,816,82,481
2020-05-11,4,2,1,3,FR_CVL_45,820,83,484
2020-05-12,3,2,1,9,FR_CVL_45,823,84,493
2020-05-13,1,1,1,6,FR_CVL_45,824,85,499
2020-05-14,2,2,2,8,FR_CVL_45,826,87,507
2020-05-15,4,0,1,8,FR_CVL_45,830,88,515
2020-05-16,0,0,2,7,FR_CVL_45,830,90,522
2020-05-17,0,0,0,2,FR_CVL_45,830,90,524
2020-05-18,0,0,0,3,FR_CVL_45,830,90,527
2020-05-19,2,1,1,6,FR_CVL_45,832,91,533
2020-05-20,2,1,1,4,FR_CVL_45,834,92,537
2020-05-21,0,0,1,6,FR_CVL_45,834,93,543
2020-05-22,0,0,0,2,FR_CVL_45,834,93,545
2020-05-23,1,1,1,2,FR_CVL_45,835,94,547
2020-05-24,0,0,0,0,FR_CVL_45,835,94,547
2020-05-25,4,0,0,0,FR_CVL_45,839,94,547
2020-05-26,0,0,1,10,FR_CVL_45,839,95,557
2020-05-27,0,0,0,1,FR_CVL_45,839,95,558
2020-05-28,1,0,0,7,FR_CVL_45,840,95,565
2020-05-29,1,0,3,3,FR_CVL_45,841,98,568
2020-05-30,0,0,0,0,FR_CVL_45,841,98,568
2020-05-31,0,0,0,1,FR_CVL_45,841,98,569
2020-06-01,0,0,0,0,FR_CVL_45,841,98,569
2020-06-02,0,0,0,2,FR_CVL_45,841,98,571
2020-06-03,2,2,2,2,FR_CVL_45,843,100,573
2020-06-04,1,0,0,1,FR_CVL_45,844,100,574
2020-06-05,1,0,0,8,FR_CVL_45,845,100,582
2020-06-06,1,0,0,3,FR_CVL_45,846,100,585
2020-06-07,1,0,0,2,FR_CVL_45,847,100,587
2020-06-08,1,0,0,0,FR_CVL_45,848,100,587
2020-06-09,0,0,0,6,FR_CVL_45,848,100,593
2020-06-10,0,0,0,6,FR_CVL_45,848,100,599
2020-06-11,0,0,0,0,FR_CVL_45,848,100,599
2020-06-12,0,0,2,2,FR_CVL_45,848,102,601
2020-06-13,1,0,0,0,FR_CVL_45,849,102,601
2020-06-14,0,0,0,0,FR_CVL_45,849,102,601
2020-06-15,0,0,0,0,FR_CVL_45,849,102,601
2020-06-16,0,0,0,3,FR_CVL_45,849,102,604
2020-06-17,1,0,0,1,FR_CVL_45,850,102,605
2020-06-18,0,0,1,1,FR_CVL_45,850,103,606
2020-06-19,0,0,0,1,FR_CVL_45,850,103,607
2020-06-20,0,0,0,0,FR_CVL_45,850,103,607
2020-03-19,1,0,0,1,FR_OCC_46,1,0,1
2020-03-20,0,0,0,0,FR_OCC_46,1,0,1
2020-03-21,4,0,0,3,FR_OCC_46,5,0,4
2020-03-22,0,0,0,0,FR_OCC_46,5,0,4
2020-03-23,0,0,0,0,FR_OCC_46,5,0,4
2020-03-24,0,0,0,0,FR_OCC_46,5,0,4
2020-03-25,1,1,0,0,FR_OCC_46,6,0,4
2020-03-26,1,0,0,1,FR_OCC_46,7,0,5
2020-03-27,0,0,0,0,FR_OCC_46,7,0,5
2020-03-28,1,1,0,0,FR_OCC_46,8,0,5
2020-03-29,4,1,0,2,FR_OCC_46,12,0,7
2020-03-30,0,0,0,0,FR_OCC_46,12,0,7
2020-03-31,0,0,0,0,FR_OCC_46,12,0,7
2020-04-01,12,1,0,6,FR_OCC_46,24,0,13
2020-04-02,5,3,0,1,FR_OCC_46,29,0,14
2020-04-03,9,0,0,3,FR_OCC_46,38,0,17
2020-04-04,0,0,0,2,FR_OCC_46,38,0,19
2020-04-05,0,0,0,3,FR_OCC_46,38,0,22
2020-04-06,9,1,0,8,FR_OCC_46,47,0,30
2020-04-07,7,0,0,7,FR_OCC_46,54,0,37
2020-04-08,5,1,1,6,FR_OCC_46,59,1,43
2020-04-09,7,0,0,4,FR_OCC_46,66,1,47
2020-04-10,5,0,1,6,FR_OCC_46,71,2,53
2020-04-11,6,2,0,4,FR_OCC_46,77,2,57
2020-04-12,0,0,0,0,FR_OCC_46,77,2,57
2020-04-13,0,0,0,0,FR_OCC_46,77,2,57
2020-04-14,7,0,2,0,FR_OCC_46,84,4,57
2020-04-15,3,0,2,3,FR_OCC_46,87,6,60
2020-04-16,2,0,0,1,FR_OCC_46,89,6,61
2020-04-17,9,0,1,8,FR_OCC_46,98,7,69
2020-04-18,26,0,0,26,FR_OCC_46,124,7,95
2020-04-19,4,0,1,2,FR_OCC_46,128,8,97
2020-04-20,17,1,3,13,FR_OCC_46,145,11,110
2020-04-21,10,2,2,5,FR_OCC_46,155,13,115
2020-04-22,3,0,1,3,FR_OCC_46,158,14,118
2020-04-23,1,0,0,3,FR_OCC_46,159,14,121
2020-04-24,10,0,1,10,FR_OCC_46,169,15,131
2020-04-25,0,0,0,0,FR_OCC_46,169,15,131
2020-04-26,0,0,0,0,FR_OCC_46,169,15,131
2020-04-27,1,0,1,2,FR_OCC_46,170,16,133
2020-04-28,3,0,1,5,FR_OCC_46,173,17,138
2020-04-29,0,0,0,3,FR_OCC_46,173,17,141
2020-04-30,1,0,0,4,FR_OCC_46,174,17,145
2020-05-01,3,0,0,0,FR_OCC_46,177,17,145
2020-05-02,8,0,9,0,FR_OCC_46,185,26,145
2020-05-03,0,0,0,0,FR_OCC_46,185,26,145
2020-05-04,0,0,0,0,FR_OCC_46,185,26,145
2020-05-05,0,0,0,3,FR_OCC_46,185,26,148
2020-05-06,2,0,1,1,FR_OCC_46,187,27,149
2020-05-07,1,0,0,0,FR_OCC_46,188,27,149
2020-05-08,1,0,0,0,FR_OCC_46,189,27,149
2020-05-09,0,0,0,0,FR_OCC_46,189,27,149
2020-05-10,0,0,0,0,FR_OCC_46,189,27,149
2020-05-11,1,0,0,1,FR_OCC_46,190,27,150
2020-05-12,0,0,0,0,FR_OCC_46,190,27,150
2020-05-13,2,0,0,3,FR_OCC_46,192,27,153
2020-05-14,0,0,0,0,FR_OCC_46,192,27,153
2020-05-15,0,0,0,2,FR_OCC_46,192,27,155
2020-05-16,0,0,0,0,FR_OCC_46,192,27,155
2020-05-17,0,0,0,0,FR_OCC_46,192,27,155
2020-05-18,2,1,0,0,FR_OCC_46,194,27,155
2020-05-19,0,0,0,0,FR_OCC_46,194,27,155
2020-05-20,0,0,0,0,FR_OCC_46,194,27,155
2020-05-21,0,0,1,2,FR_OCC_46,194,28,157
2020-05-22,0,0,1,0,FR_OCC_46,194,29,157
2020-05-23,0,0,0,1,FR_OCC_46,194,29,158
2020-05-24,2,0,0,0,FR_OCC_46,196,29,158
2020-05-25,0,0,0,0,FR_OCC_46,196,29,158
2020-05-26,0,0,0,0,FR_OCC_46,196,29,158
2020-05-27,0,0,0,0,FR_OCC_46,196,29,158
2020-05-28,2,0,0,1,FR_OCC_46,198,29,159
2020-05-29,0,0,0,0,FR_OCC_46,198,29,159
2020-05-30,0,0,0,0,FR_OCC_46,198,29,159
2020-05-31,1,0,0,1,FR_OCC_46,199,29,160
2020-06-01,1,0,0,0,FR_OCC_46,200,29,160
2020-06-02,0,0,0,1,FR_OCC_46,200,29,161
2020-06-03,0,0,0,0,FR_OCC_46,200,29,161
2020-06-04,2,1,0,1,FR_OCC_46,202,29,162
2020-06-05,0,0,0,2,FR_OCC_46,202,29,164
2020-06-06,0,0,0,0,FR_OCC_46,202,29,164
2020-06-07,0,0,0,0,FR_OCC_46,202,29,164
2020-06-08,0,0,0,0,FR_OCC_46,202,29,164
2020-06-09,0,0,0,0,FR_OCC_46,202,29,164
2020-06-10,0,0,0,0,FR_OCC_46,202,29,164
2020-06-11,0,0,0,0,FR_OCC_46,202,29,164
2020-06-12,0,0,0,0,FR_OCC_46,202,29,164
2020-06-13,0,0,0,0,FR_OCC_46,202,29,164
2020-06-14,0,0,0,0,FR_OCC_46,202,29,164
2020-06-15,0,0,0,0,FR_OCC_46,202,29,164
2020-06-16,0,0,0,0,FR_OCC_46,202,29,164
2020-06-17,0,0,0,0,FR_OCC_46,202,29,164
2020-06-18,0,0,0,0,FR_OCC_46,202,29,164
2020-06-19,0,0,0,0,FR_OCC_46,202,29,164
2020-06-20,0,0,0,0,FR_OCC_46,202,29,164
2020-03-19,0,0,0,0,FR_NAQ_47,0,0,0
2020-03-20,0,0,0,0,FR_NAQ_47,0,0,0
2020-03-21,3,0,0,0,FR_NAQ_47,3,0,0
2020-03-22,2,1,0,0,FR_NAQ_47,5,0,0
2020-03-23,5,2,1,0,FR_NAQ_47,10,1,0
2020-03-24,3,0,1,1,FR_NAQ_47,13,2,1
2020-03-25,3,0,0,1,FR_NAQ_47,16,2,2
2020-03-26,2,2,2,1,FR_NAQ_47,18,4,3
2020-03-27,2,2,0,1,FR_NAQ_47,20,4,4
2020-03-28,8,3,0,0,FR_NAQ_47,28,4,4
2020-03-29,2,0,0,0,FR_NAQ_47,30,4,4
2020-03-30,3,1,0,2,FR_NAQ_47,33,4,6
2020-03-31,0,0,0,2,FR_NAQ_47,33,4,8
2020-04-01,4,0,0,0,FR_NAQ_47,37,4,8
2020-04-02,1,1,0,0,FR_NAQ_47,38,4,8
2020-04-03,2,0,0,3,FR_NAQ_47,40,4,11
2020-04-04,1,0,0,1,FR_NAQ_47,41,4,12
2020-04-05,2,0,0,0,FR_NAQ_47,43,4,12
2020-04-06,0,0,0,0,FR_NAQ_47,43,4,12
2020-04-07,2,0,0,3,FR_NAQ_47,45,4,15
2020-04-08,0,0,0,1,FR_NAQ_47,45,4,16
2020-04-09,1,0,1,0,FR_NAQ_47,46,5,16
2020-04-10,0,0,0,1,FR_NAQ_47,46,5,17
2020-04-11,0,0,0,0,FR_NAQ_47,46,5,17
2020-04-12,3,0,0,1,FR_NAQ_47,49,5,18
2020-04-13,0,0,0,0,FR_NAQ_47,49,5,18
2020-04-14,3,0,0,1,FR_NAQ_47,52,5,19
2020-04-15,3,0,0,6,FR_NAQ_47,55,5,25
2020-04-16,3,0,0,3,FR_NAQ_47,58,5,28
2020-04-17,5,0,1,3,FR_NAQ_47,63,6,31
2020-04-18,3,0,0,1,FR_NAQ_47,66,6,32
